input,output,category,complexity,type
Zu welcher Kategorie gehört 'fünf_var126'?,zahlen,zahlen,1,categorization
Verwende 'fünf_var126' in einem Satz.,Ich zähle bis fünf_var126.,zahlen,1,sentence_generation
Verwende 'fünf_var126' in einem Satz.,Fünf_var126 Dinge.,zahlen,1,sentence_generation
Was bedeutet 'rot'?,Farbe des Blutes,farben,1,word_meaning
Zu welcher Kategorie gehört 'rot'?,farben,farben,1,categorization
Verwende 'rot' in einem Satz.,Das ist rot.,farben,1,sentence_generation
Verwende 'rot' in einem Satz.,Ich sehe etwas rotes.,farben,1,sentence_generation
Was bedeutet 'gehen_var104'?,Reibungslos bewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'gehen_var104'?,bewegungen,bewegungen,2,categorization
Verwende 'gehen_var104' in einem Satz.,Ich kann gehen_var104.,bewegungen,2,sentence_generation
Verwende 'gehen_var104' in einem Satz.,Wir gehen_var104 zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'einige_var135'?,Schlussfolgerung (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'einige_var135'?,logik,logik,5,categorization
Verwende 'einige_var135' in einem Satz.,Einige_var135 das stimmt.,logik,5,sentence_generation
Verwende 'einige_var135' in einem Satz.,Das ist einige_var135 wahr.,logik,5,sentence_generation
Was bedeutet 'grünrot'?,Mischfarbe rot-gelb (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'grünrot'?,farben,farben,1,categorization
Verwende 'grünrot' in einem Satz.,Das ist grünrot.,farben,1,sentence_generation
Verwende 'grünrot' in einem Satz.,Ich sehe etwas grünrotes.,farben,1,sentence_generation
Was bedeutet 'fliegen_var124'?,Reibungslos bewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'fliegen_var124'?,bewegungen,bewegungen,2,categorization
Verwende 'fliegen_var124' in einem Satz.,Ich kann fliegen_var124.,bewegungen,2,sentence_generation
Verwende 'fliegen_var124' in einem Satz.,Wir fliegen_var124 zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'fenstercomputer'?,Elektronisches Gerät (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'fenstercomputer'?,objekte,objekte,1,categorization
Verwende 'fenstercomputer' in einem Satz.,Das ist ein fenstercomputer.,objekte,1,sentence_generation
Verwende 'fenstercomputer' in einem Satz.,Ich brauche einen fenstercomputer.,objekte,1,sentence_generation
Was bedeutet 'stuhlbuch'?,Gerät für Licht (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'stuhlbuch'?,objekte,objekte,1,categorization
Verwende 'stuhlbuch' in einem Satz.,Das ist ein stuhlbuch.,objekte,1,sentence_generation
Verwende 'stuhlbuch' in einem Satz.,Ich brauche einen stuhlbuch.,objekte,1,sentence_generation
Was bedeutet 'acht_var121'?,Zahl 8 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'acht_var121'?,zahlen,zahlen,1,categorization
Verwende 'acht_var121' in einem Satz.,Ich zähle bis acht_var121.,zahlen,1,sentence_generation
Verwende 'acht_var121' in einem Satz.,Acht_var121 Dinge.,zahlen,1,sentence_generation
Was bedeutet 'müdekalt'?,Positive Emotion (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'müdekalt'?,zustände,zustände,2,categorization
Verwende 'müdekalt' in einem Satz.,Ich bin müdekalt.,zustände,2,sentence_generation
Verwende 'müdekalt' in einem Satz.,Du siehst müdekalt aus.,zustände,2,sentence_generation
Was bedeutet 'neun_var110'?,Zahl 9 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'neun_var110'?,zahlen,zahlen,1,categorization
Verwende 'neun_var110' in einem Satz.,Ich zähle bis neun_var110.,zahlen,1,sentence_generation
Verwende 'neun_var110' in einem Satz.,Neun_var110 Dinge.,zahlen,1,sentence_generation
Was bedeutet 'laufen'?,Sich schnell fortbewegen,bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'laufen'?,bewegungen,bewegungen,2,categorization
Verwende 'laufen' in einem Satz.,Ich kann laufen.,bewegungen,2,sentence_generation
Verwende 'laufen' in einem Satz.,Wir laufen zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'lernenbewerten'?,Wissen aufnehmen (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'lernenbewerten'?,aktionen,aktionen,4,categorization
Verwende 'lernenbewerten' in einem Satz.,Ich lernenbewerten darüber.,aktionen,4,sentence_generation
Verwende 'lernenbewerten' in einem Satz.,Wir müssen lernenbewerten.,aktionen,4,sentence_generation
Was bedeutet 'bewerten_var135'?,Verständlich machen (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'bewerten_var135'?,aktionen,aktionen,4,categorization
Verwende 'bewerten_var135' in einem Satz.,Ich bewerten_var135 darüber.,aktionen,4,sentence_generation
Verwende 'bewerten_var135' in einem Satz.,Wir müssen bewerten_var135.,aktionen,4,sentence_generation
Was bedeutet 'analysieren'?,Systematisch untersuchen,aktionen,4,word_meaning
Zu welcher Kategorie gehört 'analysieren'?,aktionen,aktionen,4,categorization
Verwende 'analysieren' in einem Satz.,Ich analysieren darüber.,aktionen,4,sentence_generation
Verwende 'analysieren' in einem Satz.,Wir müssen analysieren.,aktionen,4,sentence_generation
Was bedeutet 'sattwarm'?,Hohe Temperatur (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'sattwarm'?,zustände,zustände,2,categorization
Verwende 'sattwarm' in einem Satz.,Ich bin sattwarm.,zustände,2,sentence_generation
Verwende 'sattwarm' in einem Satz.,Du siehst sattwarm aus.,zustände,2,sentence_generation
Was bedeutet 'neunzehn'?,Zahl 5 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'neunzehn'?,zahlen,zahlen,1,categorization
Verwende 'neunzehn' in einem Satz.,Ich zähle bis neunzehn.,zahlen,1,sentence_generation
Verwende 'neunzehn' in einem Satz.,Neunzehn Dinge.,zahlen,1,sentence_generation
Was bedeutet 'drei_var119'?,Zahl 8 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'drei_var119'?,zahlen,zahlen,1,categorization
Verwende 'drei_var119' in einem Satz.,Ich zähle bis drei_var119.,zahlen,1,sentence_generation
Verwende 'drei_var119' in einem Satz.,Drei_var119 Dinge.,zahlen,1,sentence_generation
Was bedeutet 'lernen_var120'?,Etwas Neues schaffen (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'lernen_var120'?,aktionen,aktionen,4,categorization
Verwende 'lernen_var120' in einem Satz.,Ich lernen_var120 darüber.,aktionen,4,sentence_generation
Verwende 'lernen_var120' in einem Satz.,Wir müssen lernen_var120.,aktionen,4,sentence_generation
Was bedeutet 'kriechen_var115'?,Sich durch die Luft bewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'kriechen_var115'?,bewegungen,bewegungen,2,categorization
Verwende 'kriechen_var115' in einem Satz.,Ich kann kriechen_var115.,bewegungen,2,sentence_generation
Verwende 'kriechen_var115' in einem Satz.,Wir kriechen_var115 zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'blau'?,Farbe des Himmels,farben,1,word_meaning
Zu welcher Kategorie gehört 'blau'?,farben,farben,1,categorization
Verwende 'blau' in einem Satz.,Das ist blau.,farben,1,sentence_generation
Verwende 'blau' in einem Satz.,Ich sehe etwas blaues.,farben,1,sentence_generation
Was bedeutet 'autostuhl'?,Öffnung in der Wand (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'autostuhl'?,objekte,objekte,1,categorization
Verwende 'autostuhl' in einem Satz.,Das ist ein autostuhl.,objekte,1,sentence_generation
Verwende 'autostuhl' in einem Satz.,Ich brauche einen autostuhl.,objekte,1,sentence_generation
Was bedeutet 'tischcomputer'?,Gerät für Licht (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'tischcomputer'?,objekte,objekte,1,categorization
Verwende 'tischcomputer' in einem Satz.,Das ist ein tischcomputer.,objekte,1,sentence_generation
Verwende 'tischcomputer' in einem Satz.,Ich brauche einen tischcomputer.,objekte,1,sentence_generation
Was bedeutet 'odereinige'?,Negation (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'odereinige'?,logik,logik,5,categorization
Verwende 'odereinige' in einem Satz.,Odereinige das stimmt.,logik,5,sentence_generation
Verwende 'odereinige' in einem Satz.,Das ist odereinige wahr.,logik,5,sentence_generation
Was bedeutet 'satttraurig'?,Negative Emotion (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'satttraurig'?,zustände,zustände,2,categorization
Verwende 'satttraurig' in einem Satz.,Ich bin satttraurig.,zustände,2,sentence_generation
Verwende 'satttraurig' in einem Satz.,Du siehst satttraurig aus.,zustände,2,sentence_generation
Was bedeutet 'viere'?,Zahl 1 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'viere'?,zahlen,zahlen,1,categorization
Verwende 'viere' in einem Satz.,Ich zähle bis viere.,zahlen,1,sentence_generation
Verwende 'viere' in einem Satz.,Viere Dinge.,zahlen,1,sentence_generation
Was bedeutet 'computerbuch'?,Elektronisches Gerät (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'computerbuch'?,objekte,objekte,1,categorization
Verwende 'computerbuch' in einem Satz.,Das ist ein computerbuch.,objekte,1,sentence_generation
Verwende 'computerbuch' in einem Satz.,Ich brauche einen computerbuch.,objekte,1,sentence_generation
Was bedeutet 'violette'?,Mischfarbe rot-blau (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'violette'?,farben,farben,1,categorization
Verwende 'violette' in einem Satz.,Das ist violette.,farben,1,sentence_generation
Verwende 'violette' in einem Satz.,Ich sehe etwas violettees.,farben,1,sentence_generation
Was bedeutet 'fliegengleiten'?,Sich im Wasser fortbewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'fliegengleiten'?,bewegungen,bewegungen,2,categorization
Verwende 'fliegengleiten' in einem Satz.,Ich kann fliegengleiten.,bewegungen,2,sentence_generation
Verwende 'fliegengleiten' in einem Satz.,Wir fliegengleiten zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'fliegen_var126'?,Sich am Boden fortbewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'fliegen_var126'?,bewegungen,bewegungen,2,categorization
Verwende 'fliegen_var126' in einem Satz.,Ich kann fliegen_var126.,bewegungen,2,sentence_generation
Verwende 'fliegen_var126' in einem Satz.,Wir fliegen_var126 zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'dreizwei'?,Zahl 8 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'dreizwei'?,zahlen,zahlen,1,categorization
Verwende 'dreizwei' in einem Satz.,Ich zähle bis dreizwei.,zahlen,1,sentence_generation
Verwende 'dreizwei' in einem Satz.,Dreizwei Dinge.,zahlen,1,sentence_generation
Was bedeutet 'lernenerschaffen'?,Problem beheben (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'lernenerschaffen'?,aktionen,aktionen,4,categorization
Verwende 'lernenerschaffen' in einem Satz.,Ich lernenerschaffen darüber.,aktionen,4,sentence_generation
Verwende 'lernenerschaffen' in einem Satz.,Wir müssen lernenerschaffen.,aktionen,4,sentence_generation
Was bedeutet 'computerlampe'?,Sammlung von Seiten (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'computerlampe'?,objekte,objekte,1,categorization
Verwende 'computerlampe' in einem Satz.,Das ist ein computerlampe.,objekte,1,sentence_generation
Verwende 'computerlampe' in einem Satz.,Ich brauche einen computerlampe.,objekte,1,sentence_generation
Was bedeutet 'deshalbdann'?,Vollständige Menge (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'deshalbdann'?,logik,logik,5,categorization
Verwende 'deshalbdann' in einem Satz.,Deshalbdann das stimmt.,logik,5,sentence_generation
Verwende 'deshalbdann' in einem Satz.,Das ist deshalbdann wahr.,logik,5,sentence_generation
Was bedeutet 'warmglücklich'?,Niedrige Temperatur (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'warmglücklich'?,zustände,zustände,2,categorization
Verwende 'warmglücklich' in einem Satz.,Ich bin warmglücklich.,zustände,2,sentence_generation
Verwende 'warmglücklich' in einem Satz.,Du siehst warmglücklich aus.,zustände,2,sentence_generation
Was bedeutet 'computerstuhl'?,Sammlung von Seiten (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'computerstuhl'?,objekte,objekte,1,categorization
Verwende 'computerstuhl' in einem Satz.,Das ist ein computerstuhl.,objekte,1,sentence_generation
Verwende 'computerstuhl' in einem Satz.,Ich brauche einen computerstuhl.,objekte,1,sentence_generation
Was bedeutet 'zweifünf'?,Zahl 3 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'zweifünf'?,zahlen,zahlen,1,categorization
Verwende 'zweifünf' in einem Satz.,Ich zähle bis zweifünf.,zahlen,1,sentence_generation
Verwende 'zweifünf' in einem Satz.,Zweifünf Dinge.,zahlen,1,sentence_generation
Was bedeutet 'tanzenschwimmen'?,Sich drehend bewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'tanzenschwimmen'?,bewegungen,bewegungen,2,categorization
Verwende 'tanzenschwimmen' in einem Satz.,Ich kann tanzenschwimmen.,bewegungen,2,sentence_generation
Verwende 'tanzenschwimmen' in einem Satz.,Wir tanzenschwimmen zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'gehenfliegen'?,Sehr schnell laufen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'gehenfliegen'?,bewegungen,bewegungen,2,categorization
Verwende 'gehenfliegen' in einem Satz.,Ich kann gehenfliegen.,bewegungen,2,sentence_generation
Verwende 'gehenfliegen' in einem Satz.,Wir gehenfliegen zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'tanzen_var125'?,Sehr schnell laufen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'tanzen_var125'?,bewegungen,bewegungen,2,categorization
Verwende 'tanzen_var125' in einem Satz.,Ich kann tanzen_var125.,bewegungen,2,sentence_generation
Verwende 'tanzen_var125' in einem Satz.,Wir tanzen_var125 zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'buchstuhl'?,Große Pflanze mit Stamm (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'buchstuhl'?,objekte,objekte,1,categorization
Verwende 'buchstuhl' in einem Satz.,Das ist ein buchstuhl.,objekte,1,sentence_generation
Verwende 'buchstuhl' in einem Satz.,Ich brauche einen buchstuhl.,objekte,1,sentence_generation
Was bedeutet 'erschaffenanalysieren'?,Bedeutung erfassen (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'erschaffenanalysieren'?,aktionen,aktionen,4,categorization
Verwende 'erschaffenanalysieren' in einem Satz.,Ich erschaffenanalysieren darüber.,aktionen,4,sentence_generation
Verwende 'erschaffenanalysieren' in einem Satz.,Wir müssen erschaffenanalysieren.,aktionen,4,sentence_generation
Was bedeutet 'baumstuhl'?,Gerät zur Kommunikation (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'baumstuhl'?,objekte,objekte,1,categorization
Verwende 'baumstuhl' in einem Satz.,Das ist ein baumstuhl.,objekte,1,sentence_generation
Verwende 'baumstuhl' in einem Satz.,Ich brauche einen baumstuhl.,objekte,1,sentence_generation
Was bedeutet 'lampeauto'?,Elektronisches Gerät (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'lampeauto'?,objekte,objekte,1,categorization
Verwende 'lampeauto' in einem Satz.,Das ist ein lampeauto.,objekte,1,sentence_generation
Verwende 'lampeauto' in einem Satz.,Ich brauche einen lampeauto.,objekte,1,sentence_generation
Was bedeutet 'grüne'?,Mischfarbe rot-blau (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'grüne'?,farben,farben,1,categorization
Verwende 'grüne' in einem Satz.,Das ist grüne.,farben,1,sentence_generation
Verwende 'grüne' in einem Satz.,Ich sehe etwas grünees.,farben,1,sentence_generation
Was bedeutet 'wenneinige'?,Bedingung (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'wenneinige'?,logik,logik,5,categorization
Verwende 'wenneinige' in einem Satz.,Wenneinige das stimmt.,logik,5,sentence_generation
Verwende 'wenneinige' in einem Satz.,Das ist wenneinige wahr.,logik,5,sentence_generation
Was bedeutet 'dreifünf'?,Zahl 9 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'dreifünf'?,zahlen,zahlen,1,categorization
Verwende 'dreifünf' in einem Satz.,Ich zähle bis dreifünf.,zahlen,1,sentence_generation
Verwende 'dreifünf' in einem Satz.,Dreifünf Dinge.,zahlen,1,sentence_generation
Was bedeutet 'grün_var130'?,Farbe des Himmels (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'grün_var130'?,farben,farben,1,categorization
Verwende 'grün_var130' in einem Satz.,Das ist grün_var130.,farben,1,sentence_generation
Verwende 'grün_var130' in einem Satz.,Ich sehe etwas grün_var130es.,farben,1,sentence_generation
Was bedeutet 'rennen'?,Sehr schnell laufen,bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'rennen'?,bewegungen,bewegungen,2,categorization
Verwende 'rennen' in einem Satz.,Ich kann rennen.,bewegungen,2,sentence_generation
Verwende 'rennen' in einem Satz.,Wir rennen zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'warm_var139'?,Niedrige Temperatur (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'warm_var139'?,zustände,zustände,2,categorization
Verwende 'warm_var139' in einem Satz.,Ich bin warm_var139.,zustände,2,sentence_generation
Verwende 'warm_var139' in einem Satz.,Du siehst warm_var139 aus.,zustände,2,sentence_generation
Was bedeutet 'braune'?,Helle rote Farbe (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'braune'?,farben,farben,1,categorization
Verwende 'braune' in einem Satz.,Das ist braune.,farben,1,sentence_generation
Verwende 'braune' in einem Satz.,Ich sehe etwas braunees.,farben,1,sentence_generation
Was bedeutet 'fünfeins'?,Zahl 7 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'fünfeins'?,zahlen,zahlen,1,categorization
