word,category,meaning,complexity,examples
lernenentscheiden,aktionen,Wahl treffen (Variante),4,"['Ich lernenentscheiden darüber.', 'Wir müssen lernenentscheiden.', 'Lernenentscheiden ist wichtig.']"
denkenplanen,aktionen,Problem beheben (Variante),4,"['Ich denkenplanen darüber.', 'Wir müssen denkenplanen.', 'Denkenplanen ist wichtig.']"
alleweil,logik,Teilmenge (Variante),5,"['Alleweil das stimmt.', 'Das ist alleweil wahr.', 'Alleweil bedeutet...']"
telefonstuhl,objekte,Gerät für Licht (Variante),1,"['Das ist ein telefonstuhl.', 'Ich brauche einen telefonstuhl.', 'Der telefonstuhl ist hier.']"
gleitenrollen,bewegungen,Sich drehend bewegen (Variante),2,"['Ich kann gleitenrollen.', 'Wir gleitenrollen zusammen.', 'Gleitenrollen ist eine Bewegung.']"
fenster,objekte,Öffnung in der Wand,1,"['Das ist ein fenster.', 'Ich brauche einen fenster.', 'Der fenster ist hier.']"
lösenentscheiden,aktionen,Vorgehensweise festlegen (Variante),4,"['Ich lösenentscheiden darüber.', 'Wir müssen lösenentscheiden.', 'Lösenentscheiden ist wichtig.']"
analysierendenken,aktionen,Geistige Tätigkeit (Variante),4,"['Ich analysierendenken darüber.', 'Wir müssen analysierendenken.', 'Analysierendenken ist wichtig.']"
odere,logik,Schlussfolgerung (Variante),5,"['Odere das stimmt.', 'Das ist odere wahr.', 'Odere bedeutet...']"
buch_var129,objekte,Elektronisches Gerät (Variante),1,"['Das ist ein buch_var129.', 'Ich brauche einen buch_var129.', 'Der buch_var129 ist hier.']"
erschaffen,aktionen,Etwas Neues schaffen,4,"['Ich erschaffen darüber.', 'Wir müssen erschaffen.', 'Erschaffen ist wichtig.']"
achtvier,zahlen,Zahl 4 (Variante),1,"['Ich zähle bis achtvier.', 'Achtvier Dinge.', 'Das sind achtvier Objekte.']"
gesundkrank,zustände,Nicht schläfrig (Variante),2,"['Ich bin gesundkrank.', 'Du siehst gesundkrank aus.', 'Gesundkrank fühlen ist normal.']"
buch,objekte,Sammlung von Seiten,1,"['Das ist ein buch.', 'Ich brauche einen buch.', 'Der buch ist hier.']"
braunweiß,farben,Mischfarbe rot-gelb (Variante),1,"['Das ist braunweiß.', 'Ich sehe etwas braunweißes.', 'Braunweiß ist eine Farbe.']"
fünfe,zahlen,Zahl 1 (Variante),1,"['Ich zähle bis fünfe.', 'Fünfe Dinge.', 'Das sind fünfe Objekte.']"
satte,zustände,Bedürfnis nach Schlaf (Variante),2,"['Ich bin satte.', 'Du siehst satte aus.', 'Satte fühlen ist normal.']"
wenn,logik,Bedingung,5,"['Wenn das stimmt.', 'Das ist wenn wahr.', 'Wenn bedeutet...']"
erklärenplanen,aktionen,Bedeutung erfassen (Variante),4,"['Ich erklärenplanen darüber.', 'Wir müssen erklärenplanen.', 'Erklärenplanen ist wichtig.']"
laufenrennen,bewegungen,Sich im Wasser fortbewegen (Variante),2,"['Ich kann laufenrennen.', 'Wir laufenrennen zusammen.', 'Laufenrennen ist eine Bewegung.']"
warmgesund,zustände,Körperlich nicht in Ordnung (Variante),2,"['Ich bin warmgesund.', 'Du siehst warmgesund aus.', 'Warmgesund fühlen ist normal.']"
braun,farben,Farbe der Erde,1,"['Das ist braun.', 'Ich sehe etwas braunes.', 'Braun ist eine Farbe.']"
orangegelb,farben,Farbe des Blutes (Variante),1,"['Das ist orangegelb.', 'Ich sehe etwas orangegelbes.', 'Orangegelb ist eine Farbe.']"
glücklich_var113,zustände,Nicht schläfrig (Variante),2,"['Ich bin glücklich_var113.', 'Du siehst glücklich_var113 aus.', 'Glücklich_var113 fühlen ist normal.']"
fenstertisch,objekte,Möbel zum Arbeiten (Variante),1,"['Das ist ein fenstertisch.', 'Ich brauche einen fenstertisch.', 'Der fenstertisch ist hier.']"
analysieren_var106,aktionen,Wissen aufnehmen (Variante),4,"['Ich analysieren_var106 darüber.', 'Wir müssen analysieren_var106.', 'Analysieren_var106 ist wichtig.']"
computere,objekte,Gerät zur Kommunikation (Variante),1,"['Das ist ein computere.', 'Ich brauche einen computere.', 'Der computere ist hier.']"
einsdrei,zahlen,Zahl 3 (Variante),1,"['Ich zähle bis einsdrei.', 'Einsdrei Dinge.', 'Das sind einsdrei Objekte.']"
sieben_var137,zahlen,Zahl 4 (Variante),1,"['Ich zähle bis sieben_var137.', 'Sieben_var137 Dinge.', 'Das sind sieben_var137 Objekte.']"
siebendrei,zahlen,Zahl 10 (Variante),1,"['Ich zähle bis siebendrei.', 'Siebendrei Dinge.', 'Das sind siebendrei Objekte.']"
computerhaus,objekte,Öffnung in der Wand (Variante),1,"['Das ist ein computerhaus.', 'Ich brauche einen computerhaus.', 'Der computerhaus ist hier.']"
hungrigtraurig,zustände,Körperlich nicht in Ordnung (Variante),2,"['Ich bin hungrigtraurig.', 'Du siehst hungrigtraurig aus.', 'Hungrigtraurig fühlen ist normal.']"
kriechengleiten,bewegungen,Sich durch die Luft bewegen (Variante),2,"['Ich kann kriechengleiten.', 'Wir kriechengleiten zusammen.', 'Kriechengleiten ist eine Bewegung.']"
obwohl,logik,Gegensatz,5,"['Obwohl das stimmt.', 'Das ist obwohl wahr.', 'Obwohl bedeutet...']"
schwarzgrün,farben,Farbe der Sonne (Variante),1,"['Das ist schwarzgrün.', 'Ich sehe etwas schwarzgrünes.', 'Schwarzgrün ist eine Farbe.']"
laufengleiten,bewegungen,Sich langsam fortbewegen (Variante),2,"['Ich kann laufengleiten.', 'Wir laufengleiten zusammen.', 'Laufengleiten ist eine Bewegung.']"
erschaffenverstehen,aktionen,Verständlich machen (Variante),4,"['Ich erschaffenverstehen darüber.', 'Wir müssen erschaffenverstehen.', 'Erschaffenverstehen ist wichtig.']"
gleiten_var114,bewegungen,Sich drehend bewegen (Variante),2,"['Ich kann gleiten_var114.', 'Wir gleiten_var114 zusammen.', 'Gleiten_var114 ist eine Bewegung.']"
fünfsechs,zahlen,Zahl 2 (Variante),1,"['Ich zähle bis fünfsechs.', 'Fünfsechs Dinge.', 'Das sind fünfsechs Objekte.']"
glückliche,zustände,Bedürfnis nach Nahrung (Variante),2,"['Ich bin glückliche.', 'Du siehst glückliche aus.', 'Glückliche fühlen ist normal.']"
undweil,logik,Gegensatz (Variante),5,"['Undweil das stimmt.', 'Das ist undweil wahr.', 'Undweil bedeutet...']"
gleiten_var131,bewegungen,Sich am Boden fortbewegen (Variante),2,"['Ich kann gleiten_var131.', 'Wir gleiten_var131 zusammen.', 'Gleiten_var131 ist eine Bewegung.']"
glücklichmüde,zustände,Bedürfnis nach Schlaf (Variante),2,"['Ich bin glücklichmüde.', 'Du siehst glücklichmüde aus.', 'Glücklichmüde fühlen ist normal.']"
violettweiß,farben,Alle Farben gemischt (Variante),1,"['Das ist violettweiß.', 'Ich sehe etwas violettweißes.', 'Violettweiß ist eine Farbe.']"
hungrigkalt,zustände,Niedrige Temperatur (Variante),2,"['Ich bin hungrigkalt.', 'Du siehst hungrigkalt aus.', 'Hungrigkalt fühlen ist normal.']"
hungrigwach,zustände,Bedürfnis nach Nahrung (Variante),2,"['Ich bin hungrigwach.', 'Du siehst hungrigwach aus.', 'Hungrigwach fühlen ist normal.']"
lernen_var108,aktionen,Qualität beurteilen (Variante),4,"['Ich lernen_var108 darüber.', 'Wir müssen lernen_var108.', 'Lernen_var108 ist wichtig.']"
haus_var113,objekte,Möbel zum Sitzen (Variante),1,"['Das ist ein haus_var113.', 'Ich brauche einen haus_var113.', 'Der haus_var113 ist hier.']"
rollenfliegen,bewegungen,Sich durch die Luft bewegen (Variante),2,"['Ich kann rollenfliegen.', 'Wir rollenfliegen zusammen.', 'Rollenfliegen ist eine Bewegung.']"
buchtisch,objekte,Gerät zur Kommunikation (Variante),1,"['Das ist ein buchtisch.', 'Ich brauche einen buchtisch.', 'Der buchtisch ist hier.']"
sechsvier,zahlen,Zahl 10 (Variante),1,"['Ich zähle bis sechsvier.', 'Sechsvier Dinge.', 'Das sind sechsvier Objekte.']"
fliegen_var108,bewegungen,Sich durch die Luft bewegen (Variante),2,"['Ich kann fliegen_var108.', 'Wir fliegen_var108 zusammen.', 'Fliegen_var108 ist eine Bewegung.']"
acht_var135,zahlen,Zahl 3 (Variante),1,"['Ich zähle bis acht_var135.', 'Acht_var135 Dinge.', 'Das sind acht_var135 Objekte.']"
nichteinige,logik,Teilmenge (Variante),5,"['Nichteinige das stimmt.', 'Das ist nichteinige wahr.', 'Nichteinige bedeutet...']"
rot_var112,farben,Farbe des Himmels (Variante),1,"['Das ist rot_var112.', 'Ich sehe etwas rot_var112es.', 'Rot_var112 ist eine Farbe.']"
computertisch,objekte,Sammlung von Seiten (Variante),1,"['Das ist ein computertisch.', 'Ich brauche einen computertisch.', 'Der computertisch ist hier.']"
entscheiden,aktionen,Wahl treffen,4,"['Ich entscheiden darüber.', 'Wir müssen entscheiden.', 'Entscheiden ist wichtig.']"
springen_var100,bewegungen,Sich in die Luft bewegen (Variante),2,"['Ich kann springen_var100.', 'Wir springen_var100 zusammen.', 'Springen_var100 ist eine Bewegung.']"
gehenrennen,bewegungen,Sich im Wasser fortbewegen (Variante),2,"['Ich kann gehenrennen.', 'Wir gehenrennen zusammen.', 'Gehenrennen ist eine Bewegung.']"
haustisch,objekte,Gebäude zum Wohnen (Variante),1,"['Das ist ein haustisch.', 'Ich brauche einen haustisch.', 'Der haustisch ist hier.']"
baumtelefon,objekte,Möbel zum Sitzen (Variante),1,"['Das ist ein baumtelefon.', 'Ich brauche einen baumtelefon.', 'Der baumtelefon ist hier.']"
zweieins,zahlen,Zahl 9 (Variante),1,"['Ich zähle bis zweieins.', 'Zweieins Dinge.', 'Das sind zweieins Objekte.']"
kranksatt,zustände,Körperlich in Ordnung (Variante),2,"['Ich bin kranksatt.', 'Du siehst kranksatt aus.', 'Kranksatt fühlen ist normal.']"
traurigwarm,zustände,Bedürfnis nach Schlaf (Variante),2,"['Ich bin traurigwarm.', 'Du siehst traurigwarm aus.', 'Traurigwarm fühlen ist normal.']"
planendenken,aktionen,Wissen aufnehmen (Variante),4,"['Ich planendenken darüber.', 'Wir müssen planendenken.', 'Planendenken ist wichtig.']"
weißgrün,farben,Farbe der Sonne (Variante),1,"['Das ist weißgrün.', 'Ich sehe etwas weißgrünes.', 'Weißgrün ist eine Farbe.']"
siebensechs,zahlen,Zahl 9 (Variante),1,"['Ich zähle bis siebensechs.', 'Siebensechs Dinge.', 'Das sind siebensechs Objekte.']"
springengleiten,bewegungen,Sich langsam fortbewegen (Variante),2,"['Ich kann springengleiten.', 'Wir springengleiten zusammen.', 'Springengleiten ist eine Bewegung.']"
gelbweiß,farben,Farbe des Himmels (Variante),1,"['Das ist gelbweiß.', 'Ich sehe etwas gelbweißes.', 'Gelbweiß ist eine Farbe.']"
einigeobwohl,logik,Begründung (Variante),5,"['Einigeobwohl das stimmt.', 'Das ist einigeobwohl wahr.', 'Einigeobwohl bedeutet...']"
erklärenentscheiden,aktionen,Wahl treffen (Variante),4,"['Ich erklärenentscheiden darüber.', 'Wir müssen erklärenentscheiden.', 'Erklärenentscheiden ist wichtig.']"
erklären,aktionen,Verständlich machen,4,"['Ich erklären darüber.', 'Wir müssen erklären.', 'Erklären ist wichtig.']"
fliegen_var122,bewegungen,Sich langsam fortbewegen (Variante),2,"['Ich kann fliegen_var122.', 'Wir fliegen_var122 zusammen.', 'Fliegen_var122 ist eine Bewegung.']"
deshalbnicht,logik,Folge (Variante),5,"['Deshalbnicht das stimmt.', 'Das ist deshalbnicht wahr.', 'Deshalbnicht bedeutet...']"
zehn_var117,zahlen,Zahl 6 (Variante),1,"['Ich zähle bis zehn_var117.', 'Zehn_var117 Dinge.', 'Das sind zehn_var117 Objekte.']"
kriechenschwimmen,bewegungen,Sich durch die Luft bewegen (Variante),2,"['Ich kann kriechenschwimmen.', 'Wir kriechenschwimmen zusammen.', 'Kriechenschwimmen ist eine Bewegung.']"
fliegen,bewegungen,Sich durch die Luft bewegen,2,"['Ich kann fliegen.', 'Wir fliegen zusammen.', 'Fliegen ist eine Bewegung.']"
rollentanzen,bewegungen,Sich in die Luft bewegen (Variante),2,"['Ich kann rollentanzen.', 'Wir rollentanzen zusammen.', 'Rollentanzen ist eine Bewegung.']"
sattmüde,zustände,Niedrige Temperatur (Variante),2,"['Ich bin sattmüde.', 'Du siehst sattmüde aus.', 'Sattmüde fühlen ist normal.']"
grünorange,farben,Mischfarbe rot-blau (Variante),1,"['Das ist grünorange.', 'Ich sehe etwas grünorangees.', 'Grünorange ist eine Farbe.']"
rollen_var111,bewegungen,Sich am Boden fortbewegen (Variante),2,"['Ich kann rollen_var111.', 'Wir rollen_var111 zusammen.', 'Rollen_var111 ist eine Bewegung.']"
obwohl_var119,logik,Verbindung (Variante),5,"['Obwohl_var119 das stimmt.', 'Das ist obwohl_var119 wahr.', 'Obwohl_var119 bedeutet...']"
weilwenn,logik,Alternative (Variante),5,"['Weilwenn das stimmt.', 'Das ist weilwenn wahr.', 'Weilwenn bedeutet...']"
laufenfliegen,bewegungen,Sich durch die Luft bewegen (Variante),2,"['Ich kann laufenfliegen.', 'Wir laufenfliegen zusammen.', 'Laufenfliegen ist eine Bewegung.']"
auto,objekte,Fahrzeug für Straßen,1,"['Das ist ein auto.', 'Ich brauche einen auto.', 'Der auto ist hier.']"
gehenrollen,bewegungen,Reibungslos bewegen (Variante),2,"['Ich kann gehenrollen.', 'Wir gehenrollen zusammen.', 'Gehenrollen ist eine Bewegung.']"
lampebaum,objekte,Gerät zur Kommunikation (Variante),1,"['Das ist ein lampebaum.', 'Ich brauche einen lampebaum.', 'Der lampebaum ist hier.']"
gleitenlaufen,bewegungen,Sich schnell fortbewegen (Variante),2,"['Ich kann gleitenlaufen.', 'Wir gleitenlaufen zusammen.', 'Gleitenlaufen ist eine Bewegung.']"
wennnicht,logik,Folge (Variante),5,"['Wennnicht das stimmt.', 'Das ist wennnicht wahr.', 'Wennnicht bedeutet...']"
braungelb,farben,Mischfarbe rot-blau (Variante),1,"['Das ist braungelb.', 'Ich sehe etwas braungelbes.', 'Braungelb ist eine Farbe.']"
wachglücklich,zustände,Gefühl nach dem Essen (Variante),2,"['Ich bin wachglücklich.', 'Du siehst wachglücklich aus.', 'Wachglücklich fühlen ist normal.']"
erklärenerschaffen,aktionen,Problem beheben (Variante),4,"['Ich erklärenerschaffen darüber.', 'Wir müssen erklärenerschaffen.', 'Erklärenerschaffen ist wichtig.']"
tischstuhl,objekte,Möbel zum Arbeiten (Variante),1,"['Das ist ein tischstuhl.', 'Ich brauche einen tischstuhl.', 'Der tischstuhl ist hier.']"
allewenn,logik,Alternative (Variante),5,"['Allewenn das stimmt.', 'Das ist allewenn wahr.', 'Allewenn bedeutet...']"
wachhungrig,zustände,Nicht schläfrig (Variante),2,"['Ich bin wachhungrig.', 'Du siehst wachhungrig aus.', 'Wachhungrig fühlen ist normal.']"
planenerschaffen,aktionen,Systematisch untersuchen (Variante),4,"['Ich planenerschaffen darüber.', 'Wir müssen planenerschaffen.', 'Planenerschaffen ist wichtig.']"
blauorange,farben,Mischfarbe rot-blau (Variante),1,"['Das ist blauorange.', 'Ich sehe etwas blauorangees.', 'Blauorange ist eine Farbe.']"
telefonfenster,objekte,Sammlung von Seiten (Variante),1,"['Das ist ein telefonfenster.', 'Ich brauche einen telefonfenster.', 'Der telefonfenster ist hier.']"
sieben_var113,zahlen,Zahl 2 (Variante),1,"['Ich zähle bis sieben_var113.', 'Sieben_var113 Dinge.', 'Das sind sieben_var113 Objekte.']"
fünfsieben,zahlen,Zahl 1 (Variante),1,"['Ich zähle bis fünfsieben.', 'Fünfsieben Dinge.', 'Das sind fünfsieben Objekte.']"
braunviolett,farben,Helle rote Farbe (Variante),1,"['Das ist braunviolett.', 'Ich sehe etwas braunviolettes.', 'Braunviolett ist eine Farbe.']"
baumauto,objekte,Fahrzeug für Straßen (Variante),1,"['Das ist ein baumauto.', 'Ich brauche einen baumauto.', 'Der baumauto ist hier.']"
traurigglücklich,zustände,Gefühl nach dem Essen (Variante),2,"['Ich bin traurigglücklich.', 'Du siehst traurigglücklich aus.', 'Traurigglücklich fühlen ist normal.']"
stuhltisch,objekte,Möbel zum Sitzen (Variante),1,"['Das ist ein stuhltisch.', 'Ich brauche einen stuhltisch.', 'Der stuhltisch ist hier.']"
drei,zahlen,Zahl 3,1,"['Ich zähle bis drei.', 'Drei Dinge.', 'Das sind drei Objekte.']"
siebenzwei,zahlen,Zahl 5 (Variante),1,"['Ich zähle bis siebenzwei.', 'Siebenzwei Dinge.', 'Das sind siebenzwei Objekte.']"
glücklichgesund,zustände,Nicht schläfrig (Variante),2,"['Ich bin glücklichgesund.', 'Du siehst glücklichgesund aus.', 'Glücklichgesund fühlen ist normal.']"
planenanalysieren,aktionen,Problem beheben (Variante),4,"['Ich planenanalysieren darüber.', 'Wir müssen planenanalysieren.', 'Planenanalysieren ist wichtig.']"
kaltsatt,zustände,Bedürfnis nach Schlaf (Variante),2,"['Ich bin kaltsatt.', 'Du siehst kaltsatt aus.', 'Kaltsatt fühlen ist normal.']"
trauriggesund,zustände,Positive Emotion (Variante),2,"['Ich bin trauriggesund.', 'Du siehst trauriggesund aus.', 'Trauriggesund fühlen ist normal.']"
sechsdrei,zahlen,Zahl 3 (Variante),1,"['Ich zähle bis sechsdrei.', 'Sechsdrei Dinge.', 'Das sind sechsdrei Objekte.']"
entscheidenbewerten,aktionen,Etwas Neues schaffen (Variante),4,"['Ich entscheidenbewerten darüber.', 'Wir müssen entscheidenbewerten.', 'Entscheidenbewerten ist wichtig.']"
müdee,zustände,Bedürfnis nach Nahrung (Variante),2,"['Ich bin müdee.', 'Du siehst müdee aus.', 'Müdee fühlen ist normal.']"
deshalbe,logik,Bedingung (Variante),5,"['Deshalbe das stimmt.', 'Das ist deshalbe wahr.', 'Deshalbe bedeutet...']"
hungrig_var114,zustände,Körperlich nicht in Ordnung (Variante),2,"['Ich bin hungrig_var114.', 'Du siehst hungrig_var114 aus.', 'Hungrig_var114 fühlen ist normal.']"
fünfvier,zahlen,Zahl 9 (Variante),1,"['Ich zähle bis fünfvier.', 'Fünfvier Dinge.', 'Das sind fünfvier Objekte.']"
springen,bewegungen,Sich in die Luft bewegen,2,"['Ich kann springen.', 'Wir springen zusammen.', 'Springen ist eine Bewegung.']"
rotweiß,farben,Helle rote Farbe (Variante),1,"['Das ist rotweiß.', 'Ich sehe etwas rotweißes.', 'Rotweiß ist eine Farbe.']"
gleiten_var138,bewegungen,Sich schnell fortbewegen (Variante),2,"['Ich kann gleiten_var138.', 'Wir gleiten_var138 zusammen.', 'Gleiten_var138 ist eine Bewegung.']"
gelbviolett,farben,Abwesenheit von Licht (Variante),1,"['Das ist gelbviolett.', 'Ich sehe etwas gelbviolettes.', 'Gelbviolett ist eine Farbe.']"
gehenlaufen,bewegungen,Sich langsam fortbewegen (Variante),2,"['Ich kann gehenlaufen.', 'Wir gehenlaufen zusammen.', 'Gehenlaufen ist eine Bewegung.']"
tanzengleiten,bewegungen,Reibungslos bewegen (Variante),2,"['Ich kann tanzengleiten.', 'Wir tanzengleiten zusammen.', 'Tanzengleiten ist eine Bewegung.']"
eins,zahlen,Zahl 1,1,"['Ich zähle bis eins.', 'Eins Dinge.', 'Das sind eins Objekte.']"
traurig_var130,zustände,Bedürfnis nach Nahrung (Variante),2,"['Ich bin traurig_var130.', 'Du siehst traurig_var130 aus.', 'Traurig_var130 fühlen ist normal.']"
weil_var131,logik,Alternative (Variante),5,"['Weil_var131 das stimmt.', 'Das ist weil_var131 wahr.', 'Weil_var131 bedeutet...']"
unddann,logik,Bedingung (Variante),5,"['Unddann das stimmt.', 'Das ist unddann wahr.', 'Unddann bedeutet...']"
fliegenrollen,bewegungen,Reibungslos bewegen (Variante),2,"['Ich kann fliegenrollen.', 'Wir fliegenrollen zusammen.', 'Fliegenrollen ist eine Bewegung.']"
gehengleiten,bewegungen,Sich durch die Luft bewegen (Variante),2,"['Ich kann gehengleiten.', 'Wir gehengleiten zusammen.', 'Gehengleiten ist eine Bewegung.']"
autofenster,objekte,Sammlung von Seiten (Variante),1,"['Das ist ein autofenster.', 'Ich brauche einen autofenster.', 'Der autofenster ist hier.']"
obwohl_var137,logik,Folge (Variante),5,"['Obwohl_var137 das stimmt.', 'Das ist obwohl_var137 wahr.', 'Obwohl_var137 bedeutet...']"
eins_var131,zahlen,Zahl 9 (Variante),1,"['Ich zähle bis eins_var131.', 'Eins_var131 Dinge.', 'Das sind eins_var131 Objekte.']"
neun_var136,zahlen,Zahl 8 (Variante),1,"['Ich zähle bis neun_var136.', 'Neun_var136 Dinge.', 'Das sind neun_var136 Objekte.']"
blaubraun,farben,Farbe der Blätter (Variante),1,"['Das ist blaubraun.', 'Ich sehe etwas blaubraunes.', 'Blaubraun ist eine Farbe.']"
lösenerschaffen,aktionen,Wissen aufnehmen (Variante),4,"['Ich lösenerschaffen darüber.', 'Wir müssen lösenerschaffen.', 'Lösenerschaffen ist wichtig.']"
rotgelb,farben,Farbe der Erde (Variante),1,"['Das ist rotgelb.', 'Ich sehe etwas rotgelbes.', 'Rotgelb ist eine Farbe.']"
fliegenrennen,bewegungen,Sich drehend bewegen (Variante),2,"['Ich kann fliegenrennen.', 'Wir fliegenrennen zusammen.', 'Fliegenrennen ist eine Bewegung.']"
erklärenlernen,aktionen,Etwas Neues schaffen (Variante),4,"['Ich erklärenlernen darüber.', 'Wir müssen erklärenlernen.', 'Erklärenlernen ist wichtig.']"
glücklichtraurig,zustände,Positive Emotion (Variante),2,"['Ich bin glücklichtraurig.', 'Du siehst glücklichtraurig aus.', 'Glücklichtraurig fühlen ist normal.']"
grünviolett,farben,Farbe der Erde (Variante),1,"['Das ist grünviolett.', 'Ich sehe etwas grünviolettes.', 'Grünviolett ist eine Farbe.']"
erschaffenlösen,aktionen,Wahl treffen (Variante),4,"['Ich erschaffenlösen darüber.', 'Wir müssen erschaffenlösen.', 'Erschaffenlösen ist wichtig.']"
lernen_var130,aktionen,Geistige Tätigkeit (Variante),4,"['Ich lernen_var130 darüber.', 'Wir müssen lernen_var130.', 'Lernen_var130 ist wichtig.']"
sattwach,zustände,Positive Emotion (Variante),2,"['Ich bin sattwach.', 'Du siehst sattwach aus.', 'Sattwach fühlen ist normal.']"
alle_var130,logik,Negation (Variante),5,"['Alle_var130 das stimmt.', 'Das ist alle_var130 wahr.', 'Alle_var130 bedeutet...']"
gesundkalt,zustände,Hohe Temperatur (Variante),2,"['Ich bin gesundkalt.', 'Du siehst gesundkalt aus.', 'Gesundkalt fühlen ist normal.']"
krankwarm,zustände,Bedürfnis nach Schlaf (Variante),2,"['Ich bin krankwarm.', 'Du siehst krankwarm aus.', 'Krankwarm fühlen ist normal.']"
neundrei,zahlen,Zahl 9 (Variante),1,"['Ich zähle bis neundrei.', 'Neundrei Dinge.', 'Das sind neundrei Objekte.']"
verstehen_var124,aktionen,Bedeutung erfassen (Variante),4,"['Ich verstehen_var124 darüber.', 'Wir müssen verstehen_var124.', 'Verstehen_var124 ist wichtig.']"
weißblau,farben,Mischfarbe rot-blau (Variante),1,"['Das ist weißblau.', 'Ich sehe etwas weißblaues.', 'Weißblau ist eine Farbe.']"
zehn,zahlen,Zahl 10,1,"['Ich zähle bis zehn.', 'Zehn Dinge.', 'Das sind zehn Objekte.']"
vierdrei,zahlen,Zahl 10 (Variante),1,"['Ich zähle bis vierdrei.', 'Vierdrei Dinge.', 'Das sind vierdrei Objekte.']"
gesundglücklich,zustände,Gefühl nach dem Essen (Variante),2,"['Ich bin gesundglücklich.', 'Du siehst gesundglücklich aus.', 'Gesundglücklich fühlen ist normal.']"
lampe_var123,objekte,Möbel zum Sitzen (Variante),1,"['Das ist ein lampe_var123.', 'Ich brauche einen lampe_var123.', 'Der lampe_var123 ist hier.']"
braunrosa,farben,Farbe der Blätter (Variante),1,"['Das ist braunrosa.', 'Ich sehe etwas braunrosaes.', 'Braunrosa ist eine Farbe.']"
einssieben,zahlen,Zahl 3 (Variante),1,"['Ich zähle bis einssieben.', 'Einssieben Dinge.', 'Das sind einssieben Objekte.']"
drei_var130,zahlen,Zahl 8 (Variante),1,"['Ich zähle bis drei_var130.', 'Drei_var130 Dinge.', 'Das sind drei_var130 Objekte.']"
undwenn,logik,Vollständige Menge (Variante),5,"['Undwenn das stimmt.', 'Das ist undwenn wahr.', 'Undwenn bedeutet...']"
weilobwohl,logik,Alternative (Variante),5,"['Weilobwohl das stimmt.', 'Das ist weilobwohl wahr.', 'Weilobwohl bedeutet...']"
stuhl_var122,objekte,Gerät zur Kommunikation (Variante),1,"['Das ist ein stuhl_var122.', 'Ich brauche einen stuhl_var122.', 'Der stuhl_var122 ist hier.']"
kaltwach,zustände,Positive Emotion (Variante),2,"['Ich bin kaltwach.', 'Du siehst kaltwach aus.', 'Kaltwach fühlen ist normal.']"
rosarot,farben,Mischfarbe rot-blau (Variante),1,"['Das ist rosarot.', 'Ich sehe etwas rosarotes.', 'Rosarot ist eine Farbe.']"
denken_var140,aktionen,Problem beheben (Variante),4,"['Ich denken_var140 darüber.', 'Wir müssen denken_var140.', 'Denken_var140 ist wichtig.']"
glücklichwarm,zustände,Nicht schläfrig (Variante),2,"['Ich bin glücklichwarm.', 'Du siehst glücklichwarm aus.', 'Glücklichwarm fühlen ist normal.']"
violettschwarz,farben,Helle rote Farbe (Variante),1,"['Das ist violettschwarz.', 'Ich sehe etwas violettschwarzes.', 'Violettschwarz ist eine Farbe.']"
braunschwarz,farben,Farbe der Blätter (Variante),1,"['Das ist braunschwarz.', 'Ich sehe etwas braunschwarzes.', 'Braunschwarz ist eine Farbe.']"
zweiacht,zahlen,Zahl 4 (Variante),1,"['Ich zähle bis zweiacht.', 'Zweiacht Dinge.', 'Das sind zweiacht Objekte.']"
traurig_var128,zustände,Bedürfnis nach Schlaf (Variante),2,"['Ich bin traurig_var128.', 'Du siehst traurig_var128 aus.', 'Traurig_var128 fühlen ist normal.']"
einigeweil,logik,Vollständige Menge (Variante),5,"['Einigeweil das stimmt.', 'Das ist einigeweil wahr.', 'Einigeweil bedeutet...']"
lernen_var129,aktionen,Verständlich machen (Variante),4,"['Ich lernen_var129 darüber.', 'Wir müssen lernen_var129.', 'Lernen_var129 ist wichtig.']"
dreisechs,zahlen,Zahl 3 (Variante),1,"['Ich zähle bis dreisechs.', 'Dreisechs Dinge.', 'Das sind dreisechs Objekte.']"
neuneins,zahlen,Zahl 1 (Variante),1,"['Ich zähle bis neuneins.', 'Neuneins Dinge.', 'Das sind neuneins Objekte.']"
traurigmüde,zustände,Hohe Temperatur (Variante),2,"['Ich bin traurigmüde.', 'Du siehst traurigmüde aus.', 'Traurigmüde fühlen ist normal.']"
telefonbaum,objekte,Fahrzeug für Straßen (Variante),1,"['Das ist ein telefonbaum.', 'Ich brauche einen telefonbaum.', 'Der telefonbaum ist hier.']"
unde,logik,Schlussfolgerung (Variante),5,"['Unde das stimmt.', 'Das ist unde wahr.', 'Unde bedeutet...']"
schwimmengehen,bewegungen,Sich langsam fortbewegen (Variante),2,"['Ich kann schwimmengehen.', 'Wir schwimmengehen zusammen.', 'Schwimmengehen ist eine Bewegung.']"
müdegesund,zustände,Bedürfnis nach Nahrung (Variante),2,"['Ich bin müdegesund.', 'Du siehst müdegesund aus.', 'Müdegesund fühlen ist normal.']"
kalt_var126,zustände,Bedürfnis nach Schlaf (Variante),2,"['Ich bin kalt_var126.', 'Du siehst kalt_var126 aus.', 'Kalt_var126 fühlen ist normal.']"
nichtund,logik,Vollständige Menge (Variante),5,"['Nichtund das stimmt.', 'Das ist nichtund wahr.', 'Nichtund bedeutet...']"
warmhungrig,zustände,Hohe Temperatur (Variante),2,"['Ich bin warmhungrig.', 'Du siehst warmhungrig aus.', 'Warmhungrig fühlen ist normal.']"
